id,titulo,zona,direccion,codigo,codigo_asfi,latitud,longitud,ciudad,discapacitados,deposito_cheque,deposito_efectivo,horario_atencion,estado_aprobacion,monedas_disponibles,telefono_emergencia,servicios_ofertados,tipo_punto_atencion
2862,LOS ANGELES,"AV. JAIME MENDOZA Nº1802, ENTRE MANUEL ASCENCIO PADILLA Y GREGORIO REYNOLDS","AV. JAIME MENDOZA Nº1802, ENTRE MANUEL ASCENCIO PADILLA Y GREGORIO REYNOLDS",MSR168,BME87,-19.0372444444444,-65.2553611111111,Sucre,False,False,True,Lun-Dom%00:00%23:59,Aprobado,BOLIVIANOS,+691 4 010,"Retiros, consultas, informaciones, donaciones, cambio de pin, pago de préstamos, pago de tarjetas de crédito, transferencia a cuentas propias, trasferencia a terceros, depósito de efectivo y transferencias a otros bancos.",Cajero Automático Especial Externo - Con Recinto
2863,OF CENTRAL 2,CALLE ESPAÑA Nº 55 - OFICINA CENTRAL,CALLE ESPAÑA Nº 55 - OFICINA CENTRAL,MSR171,BME89,-19.0472777777778,-65.2582055555555,Sucre,False,False,False,Lun-Dom%00:00%23:59,Aprobado,BOLIVIANOS,6914010,"Retiros, consultas, informaciones, donaciones, cambio de pin, pago de préstamos, pago de tarjetas de crédito, transferencia a cuentas propias, trasferencia a terceros y transferencias a otros bancos.",Cajero Automático Externo - Con Recinto
2864,JUNIN SUCRE,"CALLE JUNIN NO 131, ESQUINA MIGUEL ANGEL VALDA","CALLE JUNIN NO 131, ESQUINA MIGUEL ANGEL VALDA",MSR172,BME91,-19.0413527777778,-65.2564944444444,Sucre,False,False,False,Lun-Dom%00:00%23:59,Aprobado,BOLIVIANOS,+691 4 010,"Retiros, consultas, informaciones, donaciones, cambio de pin, pago de préstamos, pago de tarjetas de crédito, transferencia a cuentas propias, trasferencia a terceros, depósito de efectivo y transferencias a otros bancos.",Cajero Automático Especial Externo - Con Recinto
2865,SUPERMERCADO SAS,CALLE PEREZ NO 349 ENTRE CALLE LA PAZ Y CALLE COLON,CALLE PEREZ NO 349 ENTRE CALLE LA PAZ Y CALLE COLON,MSR361,BME92,-19.0512138888889,-65.2617638888889,Sucre,False,False,False,Lun-Dom%08:00%22:00,Aprobado,BOLIVIANOS,6914010,"Retiros, consultas, informaciones, donaciones, cambio de pin, pago de préstamos, pago de tarjetas de crédito, transferencia a cuentas propias, trasferencia a terceros y transferencias a otros bancos.",Cajero Automático Interno
2867,AG CENTRAL,CALLE ESPAÑA Nº55 - OFICINA CENTRAL,CALLE ESPAÑA Nº55 - OFICINA CENTRAL,MSR167,BME95,-19.0472805555556,-65.2582055555555,Sucre,False,False,True,Lun-Dom%00:00%23:59,Aprobado,BOLIVIANOS,+691 4 010,"Retiros, consultas, informaciones, donaciones, cambio de pin, pago de préstamos, pago de tarjetas de crédito, transferencia a cuentas propias, trasferencia a terceros, depósito de efectivo y transferencias a otros bancos.",Cajero Automático Especial Externo - Con Recinto
2868,AG TUMUSLA GARITA,AV. TUMUSLA N° 734 CASI ESQ. AV. BUENOS AIRES ZONA 14 DE SEPTIEMBRE,AV. TUMUSLA N° 734 CASI ESQ. AV. BUENOS AIRES ZONA 14 DE SEPTIEMBRE,MLP144,BME97,-16.4953444444444,-68.1446083333333,La Paz,False,False,True,Lun-Dom%00:00%23:59,Aprobado,BOLIVIANOS,+211 4 010,"Retiros, consultas, informaciones, donaciones, cambio de pin, pago de préstamos, pago de tarjetas de crédito, transferencia a cuentas propias, trasferencia a terceros, depósito de efectivo y transferencias a otros bancos.",Cajero Automático Especial Externo - Con Recinto
2869,PLAZA EL CONDOR,PLAZA EL CÓNDOR  ESQUINA LANDAETA,PLAZA EL CÓNDOR  ESQUINA LANDAETA,MLP141,BME98,-16.5089472222222,-68.1356611111111,La Paz,False,False,True,Lun-Dom%00:00%23:59,Aprobado,BOLIVIANOS,+211 4 010,"Retiros, consultas, informaciones, donaciones, cambio de pin, pago de préstamos, pago de tarjetas de crédito, transferencia a cuentas propias, trasferencia a terceros, depósito de efectivo y transferencias a otros bancos.",Cajero Automático Especial Externo - Con Recinto
2871,HUYUSTUS,AV. BUENOS AIRES ESQ. HUYUSTUS,AV. BUENOS AIRES ESQ. HUYUSTUS,MLP128,BME105,-16.4940861111111,-68.1439861111111,La Paz,False,False,False,Lun-Dom%00:00%23:59,Aprobado,BOLIVIANOS,2114010,"Retiros, consultas, informaciones, donaciones, cambio de pin, pago de préstamos, pago de tarjetas de crédito, transferencia a cuentas propias, trasferencia a terceros y transferencias a otros bancos.",Cajero Automático Externo - Con Recinto
2872,V CENTENARIO,AV. 6 DE AGOSTO EDIF. V CENTENARIO,AV. 6 DE AGOSTO EDIF. V CENTENARIO,MLP125,BME106,-16.5057111111111,-68.1297416666667,La Paz,False,False,False,Lun-Dom%00:00%23:59,Aprobado,BOLIVIANOS,2114010,"Retiros, consultas, informaciones, donaciones, cambio de pin, pago de préstamos, pago de tarjetas de crédito, transferencia a cuentas propias, trasferencia a terceros y transferencias a otros bancos.",Cajero Automático Externo - Sin Recinto
2873,AG ACHUMANI C 16,"CALLE 16 N°2, ZONA ACHUMANI","CALLE 16 N°2, ZONA ACHUMANI",MLP117,BME108,-16.5301342,-68.07352195,La Paz,False,False,True,Lun-Dom%00:00%23:59,Aprobado,BOLIVIANOS,2114010,"Retiros, consultas, informaciones, donaciones, cambio de pin, pago de préstamos, pago de tarjetas de crédito, transferencia a cuentas propias, trasferencia a terceros, depósito de efectivo y transferencias a otros bancos.",Cajero Automático Especial Externo - Sin Recinto
2874,PLAZA AVAROA,"PLAZA ABAROA, BELISARIO SALINAS CASI ESQ. 20 DE OCTUBRE, EDIF. TORRE ZAFIRO","PLAZA ABAROA, BELISARIO SALINAS CASI ESQ. 20 DE OCTUBRE, EDIF. TORRE ZAFIRO",MLP130,BME109,-16.509975,-68.1268555555556,La Paz,False,False,True,Lun-Dom%00:00%23:59,Aprobado,BOLIVIANOS,+211 4 010,"Retiros, consultas, informaciones, donaciones, cambio de pin, pago de préstamos, pago de tarjetas de crédito, transferencia a cuentas propias, trasferencia a terceros, depósito de efectivo y transferencias a otros bancos.",Cajero Automático Especial Externo - Con Recinto
2875,AG VILLA FATIMA,"AV. DE LAS AMÉRICAS S/N CASI  ESQ. PUENTE VILLA, EX FABRICA DE CHOCOLATES CORONA, VILLA FATIMA","AV. DE LAS AMÉRICAS S/N CASI  ESQ. PUENTE VILLA, EX FABRICA DE CHOCOLATES CORONA, VILLA FATIMA",MLP124,BME114,-16.4794916666667,-68.1206833333333,La Paz,False,False,True,Lun-Dom%00:00%23:59,Aprobado,BOLIVIANOS,+211 4 010,"Retiros, consultas, informaciones, donaciones, cambio de pin, pago de préstamos, pago de tarjetas de crédito, transferencia a cuentas propias, trasferencia a terceros, depósito de efectivo y transferencias a otros bancos.",Cajero Automático Especial Externo - Con Recinto
2876,CAMACHO,AV. CAMACHO  NO 1448 ENTRE LOAYZA Y CALLE BUENO,AV. CAMACHO  NO 1448 ENTRE LOAYZA Y CALLE BUENO,MLP139,BME115,-16.499625,-68.1328861111111,La Paz,False,False,True,Lun-Dom%00:00%23:59,Aprobado,BOLIVIANOS,+211 4 010,"Retiros, consultas, informaciones, donaciones, cambio de pin, pago de préstamos, pago de tarjetas de crédito, transferencia a cuentas propias, trasferencia a terceros, depósito de efectivo y transferencias a otros bancos.",Cajero Automático Especial Externo - Con Recinto
2877,AG ACHUMANI 2,"CALLE 16 N°2, ZONA ACHUMANI","CALLE 16 N°2, ZONA ACHUMANI",MLP120,BME147,-16.5301342016998,-68.073527318785,La Paz,False,False,True,Lun-Dom%00:00%23:59,Aprobado,BOLIVIANOS,+211 4 010,"Retiros, consultas, informaciones, donaciones, cambio de pin, pago de préstamos, pago de tarjetas de crédito, transferencia a cuentas propias, trasferencia a terceros, depósito de efectivo y transferencias a otros bancos.",Cajero Automático Especial Externo - Sin Recinto
2878,SAGARNAGA,CALLE SAGÁRNAGA # 328 ENTRE ILLAMPU Y LINARES ,CALLE SAGÁRNAGA # 328 ENTRE ILLAMPU Y LINARES ,MLP126,BME121,-16.4975777777778,-68.1385583333333,La Paz,False,False,False,Lun-Dom%00:00%23:59,Aprobado,BOLIVIANOS,2114010,"Retiros, consultas, informaciones, donaciones, cambio de pin, pago de préstamos, pago de tarjetas de crédito, transferencia a cuentas propias, trasferencia a terceros y transferencias a otros bancos.",Cajero Automático Externo - Sin Recinto
2879,S MIGUEL MONTENEGRO,"AV. MONTENEGRO # 1471  CASI ESQ. CALLE 21, SAN MIGUEL","AV. MONTENEGRO # 1471  CASI ESQ. CALLE 21, SAN MIGUEL",MLP350,BME122,-16.5401333333333,-68.078325,La Paz,False,False,False,Lun-Dom%00:00%23:59,Aprobado,BOLIVIANOS,2114010,"Retiros, consultas, informaciones, donaciones, cambio de pin, pago de préstamos, pago de tarjetas de crédito, transferencia a cuentas propias, trasferencia a terceros y transferencias a otros bancos.",Cajero Automático Externo - Con Recinto
2880,AG CALACOTO,"AV. BALLIVIAN NRO 415 ENTRE CALLE 10 Y CALLE 11 , CALACOTO","AV. BALLIVIAN NRO 415 ENTRE CALLE 10 Y CALLE 11 , CALACOTO",MLP360,BME123,-16.5404527777778,-68.0891555555556,La Paz,False,False,True,Lun-Dom%00:00%23:59,Aprobado,BOLIVIANOS,+211 4 010,"Retiros, consultas, informaciones, donaciones, cambio de pin, pago de préstamos, pago de tarjetas de crédito, transferencia a cuentas propias, trasferencia a terceros, depósito de efectivo y transferencias a otros bancos.",Cajero Automático Especial Externo - Con Recinto
2881,CALLE ILLAMPU,CALLE ILLAMPU ENTRE SANTA CRUZ Y GRANEROS,CALLE ILLAMPU ENTRE SANTA CRUZ Y GRANEROS,MLP357,BME124,-16.4961277777778,-68.1398722222222,La Paz,False,False,False,Lun-Dom%00:00%23:59,Aprobado,BOLIVIANOS,2114010,"Retiros, consultas, informaciones, donaciones, cambio de pin, pago de préstamos, pago de tarjetas de crédito, transferencia a cuentas propias, trasferencia a terceros y transferencias a otros bancos.",Cajero Automático Externo - Con Recinto
2882,SOPOCACHI,CALLE FERNANDO GUACHALLA ENTRE ECUADOR Y SÁNCHEZ LIMA EDIF. SAN ANTONIO (FRENTE MERCADO SOPOCACHI),CALLE FERNANDO GUACHALLA ENTRE ECUADOR Y SÁNCHEZ LIMA EDIF. SAN ANTONIO (FRENTE MERCADO SOPOCACHI),MLP145,BME130,-16.5092944444444,-68.1296388888889,La Paz,False,False,False,Lun-Dom%00:00%23:59,Aprobado,BOLIVIANOS,2114010,"Retiros, consultas, informaciones, donaciones, cambio de pin, pago de préstamos, pago de tarjetas de crédito, transferencia a cuentas propias, trasferencia a terceros y transferencias a otros bancos.",Cajero Automático Externo - Con Recinto
2883,MONTES,"AVENIDA MONTES N°737, CASI PLAZA PEREZ VELASCO - ZONA CENTRAL","AVENIDA MONTES N°737, CASI PLAZA PEREZ VELASCO - ZONA CENTRAL",MLP138,BME132,-16.4933166666667,-68.1369416666667,La Paz,False,False,True,"Lun-Vie%09:00%18:00,Sab%09:00%13:30",Aprobado,BOLIVIANOS,+211 4 010,"Retiros, consultas, informaciones, donaciones, cambio de pin, pago de préstamos, pago de tarjetas de crédito, transferencia a cuentas propias, trasferencia a terceros, depósito de efectivo y transferencias a otros bancos.",Cajero Automático Especial Externo - Con Recinto
2884,COMERCIO I,CALLE COMERCIO N° 866 ENTRE PÉREZ VELASCO Y GENARO SANJINÉS,CALLE COMERCIO N° 866 ENTRE PÉREZ VELASCO Y GENARO SANJINÉS,MLP142,BME133,-16.4947777777778,-68.1359555555556,La Paz,False,False,False,Lun-Dom%00:00%23:59,Aprobado,BOLIVIANOS,2114010,"Retiros, consultas, informaciones, donaciones, cambio de pin, pago de préstamos, pago de tarjetas de crédito, transferencia a cuentas propias, trasferencia a terceros y transferencias a otros bancos.",Cajero Automático Externo - Con Recinto
2886,PLAZA SAN MARTIN,AV. SAAVEDRA ESQ. PLAZA SAN MARTIN GASOLINERA SIEMPRE FULL,AV. SAAVEDRA ESQ. PLAZA SAN MARTIN GASOLINERA SIEMPRE FULL,MLP342,BME137,-16.5037416666667,-68.1214083333333,La Paz,False,False,False,Lun-Dom%00:00%23:59,Aprobado,BOLIVIANOS,2114010,"Retiros, consultas, informaciones, donaciones, cambio de pin, pago de préstamos, pago de tarjetas de crédito, transferencia a cuentas propias, trasferencia a terceros y transferencias a otros bancos.",Cajero Automático Externo - Con Recinto
2887,IRPAVI,AV. OVANDO CANDIA ESQ. CALLE 6 FRENTE PLAZUELA DEL MERCADO IRPAVI,AV. OVANDO CANDIA ESQ. CALLE 6 FRENTE PLAZUELA DEL MERCADO IRPAVI,MLP118,BME138,-16.5243277777778,-68.0880166666667,La Paz,False,False,False,Lun-Dom%00:00%23:59,Aprobado,BOLIVIANOS,2114010,"Retiros, consultas, informaciones, donaciones, cambio de pin, pago de préstamos, pago de tarjetas de crédito, transferencia a cuentas propias, trasferencia a terceros y transferencias a otros bancos.",Cajero Automático Externo - Con Recinto
2888,AG CALACOTO AUTOBANC,"AV. BALLIVIAN NRO 415 ENTRE CALLE 10 Y CALLE 11 , CALACOTO","AV. BALLIVIAN NRO 415 ENTRE CALLE 10 Y CALLE 11 , CALACOTO",MLP119,BME139,-16.540325,-68.0890527777778,La Paz,False,False,True,Lun-Sab%09:00%20:30,Aprobado,BOLIVIANOS,2114010,"Retiros, consultas, informaciones, donaciones, cambio de pin, pago de préstamos, pago de tarjetas de crédito, transferencia a cuentas propias, trasferencia a terceros y transferencias a otros bancos.",Cajero Automático Externo - Sin Recinto
2889,CAMACHO 2,AV. CAMACHO NO 1448 ENTRE CALLE LOAYZA Y CALLE BUENO,AV. CAMACHO NO 1448 ENTRE CALLE LOAYZA Y CALLE BUENO,MLP133,BME141,-16.499625,-68.1328861111111,La Paz,False,False,False,Lun-Dom%00:00%23:59,Aprobado,BOLIVIANOS,+211 4 010,"Retiros, consultas, informaciones, donaciones, cambio de pin, pago de préstamos, pago de tarjetas de crédito, transferencia a cuentas propias, trasferencia a terceros, depósito de efectivo y transferencias a otros bancos.",Cajero Automático Especial Interno
2890,AV PERU,AV. PERU NRO 291 SOBRE TERMINAL DE BUSES,AV. PERU NRO 291 SOBRE TERMINAL DE BUSES,MLP134,BME142,-16.4881222222222,-68.1410277777778,La Paz,False,False,False,Lun-Dom%00:00%23:59,Aprobado,BOLIVIANOS,2114010,"Retiros, consultas, informaciones, donaciones, cambio de pin, pago de préstamos, pago de tarjetas de crédito, transferencia a cuentas propias, trasferencia a terceros y transferencias a otros bancos.",Cajero Automático Externo - Con Recinto
2891,AYACUCHO 4,CALLE AYACUCHO CASI ESQ. MERCADO,CALLE AYACUCHO CASI ESQ. MERCADO,MLP149,BME143,-16.4977611111111,-68.134325,La Paz,False,False,False,Lun-Dom%00:00%23:59,Aprobado,BOLIVIANOS,2114010,"Retiros, consultas, informaciones, donaciones, cambio de pin, pago de préstamos, pago de tarjetas de crédito, transferencia a cuentas propias, trasferencia a terceros y transferencias a otros bancos.",Cajero Automático Externo - Con Recinto
2892,LOBBY OF. CENTRAL,CALLE AYACUCHO CASI ESQ. MERCADO NO. 295,CALLE AYACUCHO CASI ESQ. MERCADO NO. 295,MLP152,BME145,-16.4977611111111,-68.134325,La Paz,False,False,False,"Lun-Vie%09:00%16:00,Sab%09:00%13:00",Aprobado,BOLIVIANOS,2114010,"Retiros, consultas, informaciones, donaciones, cambio de pin, pago de préstamos, pago de tarjetas de crédito, transferencia a cuentas propias, trasferencia a terceros y transferencias a otros bancos.",Cajero Automático Interno
2893,AV BUSCH,HÉROES DEL PACIFICO NO. 1424 ENTRE ESTADOS UNIDOS Y BUSCH,HÉROES DEL PACIFICO NO. 1424 ENTRE ESTADOS UNIDOS Y BUSCH,MLP368,BME146,-16.494725,-68.1215972222222,La Paz,False,False,False,Lun-Dom%00:00%23:59,Aprobado,BOLIVIANOS,2114010,"Retiros, consultas, informaciones, donaciones, cambio de pin, pago de préstamos, pago de tarjetas de crédito, transferencia a cuentas propias, trasferencia a terceros y transferencias a otros bancos.",Cajero Automático Externo - Con Recinto
2894,AG SAN MIGUEL 2,"AV. BALLIVIAN ESQ. CALLE 21 DE CALACOTO NO. 1426, SAN MIGUEL ","AV. BALLIVIAN ESQ. CALLE 21 DE CALACOTO NO. 1426, SAN MIGUEL ",MLP219,BME160,-16.5391388888889,-68.0782166666667,La Paz,False,False,True,Lun-Dom%00:00%23:59,Aprobado,BOLIVIANOS,+211 4 010,"Retiros, consultas, informaciones, donaciones, cambio de pin, pago de préstamos, pago de tarjetas de crédito, transferencia a cuentas propias, trasferencia a terceros, depósito de efectivo y transferencias a otros bancos.",Cajero Automático Especial Externo - Con Recinto
2895,AG ELOY SALMON,"CALLE ELOY SALMÓN NO. 820, ZONA GRAN PODER","CALLE ELOY SALMÓN NO. 820, ZONA GRAN PODER",MLP153,BME149,-16.4984055555556,-68.1430777777778,La Paz,False,False,True,Lun-Dom%00:00%23:59,Aprobado,BOLIVIANOS,+211 4 010,"Retiros, consultas, informaciones, donaciones, cambio de pin, pago de préstamos, pago de tarjetas de crédito, transferencia a cuentas propias, trasferencia a terceros, depósito de efectivo y transferencias a otros bancos.",Cajero Automático Especial Externo - Con Recinto
2896,TERMINAL,TERMINAL DE BUSES LA PAZ,TERMINAL DE BUSES LA PAZ,MLP107,BME150,-16.4886805555556,-68.1411527777778,La Paz,False,False,True,Lun-Dom%00:00%23:59,Aprobado,BOLIVIANOS,+211 4 010,"Retiros, consultas, informaciones, donaciones, cambio de pin, pago de préstamos, pago de tarjetas de crédito, transferencia a cuentas propias, trasferencia a terceros, depósito de efectivo y transferencias a otros bancos.",Cajero Automático Especial Externo - Con Recinto
2897,MONOBLOCK UMSA,AV. VILLAZÓN CASI ESQ. FEDERICO ZUAZO (INTERIOR UMSA PB,AV. VILLAZÓN CASI ESQ. FEDERICO ZUAZO (INTERIOR UMSA PB),MLP131,BME154,-16.5044305555556,-68.1295888888889,La Paz,False,False,False,"Lun-Vie%07:00%23:00,Sab%07:00%15:00",Aprobado,BOLIVIANOS,+211 4 010,"Retiros, consultas, informaciones, donaciones, cambio de pin, pago de préstamos, pago de tarjetas de crédito, transferencia a cuentas propias, trasferencia a terceros, depósito de efectivo y transferencias a otros bancos.",Cajero Automático Especial Externo - Con Recinto
2898,SAN JORGE LA PAZ,"AV. ARCE 2671 ESQ. GOZALVEZ, EDIFICIO EL PARAÍSO","AV. ARCE 2671 ESQ. GOZALVEZ, EDIFICIO EL PARAÍSO",MLP004,BME155,-16.5113027777778,-68.1221722222222,La Paz,False,False,True,Lun-Dom%00:00%23:59,Aprobado,BOLIVIANOS,+211 4 010,"Retiros, consultas, informaciones, donaciones, cambio de pin, pago de préstamos, pago de tarjetas de crédito, transferencia a cuentas propias, trasferencia a terceros, depósito de efectivo y transferencias a otros bancos.",Cajero Automático Especial Externo - Con Recinto
2899,AG V FATIMA 3,AV. DE LAS AMERICAS S/N ESQ. PUENTE VILLA EX FABRICA DE CHOCOLATES CORONA,AV. DE LAS AMERICAS S/N ESQ. PUENTE VILLA EX FABRICA DE CHOCOLATES CORONA,MLP222,BME156,-16.4794916666667,-68.1206833333333,La Paz,False,False,False,Lun-Dom%00:00%23:59,Aprobado,BOLIVIANOS,2114010,"Retiros, consultas, informaciones, donaciones, cambio de pin, pago de préstamos, pago de tarjetas de crédito, transferencia a cuentas propias, trasferencia a terceros y transferencias a otros bancos.",Cajero Automático Externo - Con Recinto
2900,AG DIAZ ROMERO 2,"C/ DÍAZ ROMERO ESQ. GAMARRA Y AV. BUSCH, MIRAFLORES","C/ DÍAZ ROMERO ESQ. GAMARRA Y AV. BUSCH, MIRAFLORES",MLP218,BME157,-16.5014083333333,-68.1213055555556,La Paz,False,False,False,Lun-Dom%00:00%23:59,Aprobado,BOLIVIANOS,2114010,"Retiros, consultas, informaciones, donaciones, cambio de pin, pago de préstamos, pago de tarjetas de crédito, transferencia a cuentas propias, trasferencia a terceros y transferencias a otros bancos.",Cajero Automático Externo - Con Recinto
2901,AG DIAZ ROMERO 1,C/ DÍAZ ROMERO ESQ. GAMARRA Y AV. BUSCH,C/ DÍAZ ROMERO ESQ. GAMARRA Y AV. BUSCH,MLP241,BME158,-16.5014083333333,-68.1213055555556,La Paz,False,False,True,Lun-Dom%00:00%23:59,Aprobado,BOLIVIANOS,+211 4 010,"Retiros, consultas, informaciones, donaciones, cambio de pin, pago de préstamos, pago de tarjetas de crédito, transferencia a cuentas propias, trasferencia a terceros, depósito de efectivo y transferencias a otros bancos.",Cajero Automático Especial Externo - Con Recinto
2902,AG CAMACHO 4,AV. CAMACHO NO 1448 ENTRE CALLE LOAYZA Y CALLE BUENO,AV. CAMACHO NO 1448 ENTRE CALLE LOAYZA Y CALLE BUENO,MLP224,BME335,-16.499625,-68.1328861111111,La Paz,False,False,False,Lun-Dom%00:00%23:59,Aprobado,BOLIVIANOS,2114010,"Retiros, consultas, informaciones, donaciones, cambio de pin, pago de préstamos, pago de tarjetas de crédito, transferencia a cuentas propias, trasferencia a terceros y transferencias a otros bancos.",Cajero Automático Interno
2903,SAN PEDRO 2,"PLAZA SUCRE C. COLOMBIA # 340 ENTRE CAÑADA STRONGEST Y GRAL. GONZALES, ZONA SAN PEDRO","PLAZA SUCRE C. COLOMBIA # 340 ENTRE CAÑADA STRONGEST Y GRAL. GONZALES, ZONA SAN PEDRO",MLP221,BME161,-16.5021694444444,-68.1354861111111,La Paz,False,False,False,Lun-Dom%00:00%23:59,Aprobado,BOLIVIANOS,2114010,"Retiros, consultas, informaciones, donaciones, cambio de pin, pago de préstamos, pago de tarjetas de crédito, transferencia a cuentas propias, trasferencia a terceros y transferencias a otros bancos.",Cajero Automático Externo - Con Recinto
2904,RADIO CLUB 2,PLAZA TEJADA SORZANO (STADIUM) CASI ESQ. AV. SAAVEDRA (RADIO CLUB),PLAZA TEJADA SORZANO (STADIUM) CASI ESQ. AV. SAAVEDRA (RADIO CLUB),MLP220,BME162,-16.498975,-68.1240833333333,La Paz,False,False,False,Lun-Dom%00:00%23:59,Aprobado,BOLIVIANOS,2114010,"Retiros, consultas, informaciones, donaciones, cambio de pin, pago de préstamos, pago de tarjetas de crédito, transferencia a cuentas propias, trasferencia a terceros y transferencias a otros bancos.",Cajero Automático Externo - Con Recinto
2905,HUYUSTUS/CALATAYUD,CALATAYUD NRO. 950 CASI AV. BAPTISTA,CALATAYUD NRO. 950 CASI AV. BAPTISTA,MLP217,BME164,-16.4954888888889,-68.1476944444445,La Paz,False,False,False,Lun-Dom%00:00%23:59,Aprobado,BOLIVIANOS,2114010,"Retiros, consultas, informaciones, donaciones, cambio de pin, pago de préstamos, pago de tarjetas de crédito, transferencia a cuentas propias, trasferencia a terceros y transferencias a otros bancos.",Cajero Automático Externo - Con Recinto
2906,HOTEL PRESIDENTE 1,CALLE POTOSI N°920 ESQ. GENARO SANJINEZ (HOTEL PRESIDENTE),CALLE POTOSI N°920 ESQ. GENARO SANJINEZ (HOTEL PRESIDENTE),MLP256,BME170,-16.4957305555556,-68.1359555555556,La Paz,False,False,False,Lun-Dom%00:00%23:59,Aprobado,BOLIVIANOS,2114010,"Retiros, consultas, informaciones, donaciones, cambio de pin, pago de préstamos, pago de tarjetas de crédito, transferencia a cuentas propias, trasferencia a terceros y transferencias a otros bancos.",Cajero Automático Externo - Con Recinto
2907,FIDALGA PZA AVAROA,AV. SANCHEZ LIMA N°2362 (SUPERMERCADO FIDALGA),AV. SANCHEZ LIMA N°2362 (SUPERMERCADO FIDALGA),MLP247,BME172,-16.5104638888889,-68.1278083333333,La Paz,False,False,False,Lun-Dom%00:00%23:59,Aprobado,BOLIVIANOS,2114010,"Retiros, consultas, informaciones, donaciones, cambio de pin, pago de préstamos, pago de tarjetas de crédito, transferencia a cuentas propias, trasferencia a terceros y transferencias a otros bancos.",Cajero Automático Externo - Con Recinto
2908,AG 16 DE JULIO,AV. ALFONSO UGARTE N°132 ZONA 16 DE JULIO EL ALTO,AV. ALFONSO UGARTE N°132 ZONA 16 DE JULIO EL ALTO,MLP370,BME173,-16.4985,-68.1746666666667,El Alto,False,False,True,"Lun-Vie%09:00%16:00,Sab%09:00%13:00",Aprobado,BOLIVIANOS,+211 4 010,"Retiros, consultas, informaciones, donaciones, cambio de pin, pago de préstamos, pago de tarjetas de crédito, transferencia a cuentas propias, trasferencia a terceros, depósito de efectivo y transferencias a otros bancos.",Cajero Automático Especial Externo - Con Recinto
2909,AEROPUERTO,AEROPUERTO INTERNACIONAL EL ALTO,AEROPUERTO INTERNACIONAL EL ALTO,MLP129,BME174,-16.509205086782277,-68.17647457089772,El Alto,False,False,True,Lun-Dom%00:00%23:59,Aprobado,BOLIVIANOS,+211 4 010,"Retiros, consultas, informaciones, donaciones, cambio de pin, pago de préstamos, pago de tarjetas de crédito, transferencia a cuentas propias, trasferencia a terceros, depósito de efectivo y transferencias a otros bancos.",Cajero Automático Especial Interno
2910,AG FRANCO VALLE,AV. FRANCO VALLE ENTRE CALLES 1 Y 2 NO 35 VILLA 12 DE OCTUBRE,AV. FRANCO VALLE ENTRE CALLES 1 Y 2 NO 35 VILLA 12 DE OCTUBRE,MLP112,BME175,-16.5064833333333,-68.1620333333333,El Alto,False,False,False,"Lun-Vie%09:00%18:00,Sab%09:00%14:00",Aprobado,BOLIVIANOS,2114010,"Retiros, consultas, informaciones, donaciones, cambio de pin, pago de préstamos, pago de tarjetas de crédito, transferencia a cuentas propias, trasferencia a terceros y transferencias a otros bancos.",Cajero Automático Externo - Con Recinto
2911,AG FRANCO VALLE 2,AV. FRANCO VALLE ENTRE CALLES 1 Y 2 NO 35 VILLA  12 DE OCTUBRE,AV. FRANCO VALLE ENTRE CALLES 1 Y 2 NO 35 VILLA  12 DE OCTUBRE,MLP143,BME176,-16.5064833333333,-68.1620333333333,El Alto,False,False,True,"Lun-Vie%09:00%18:00,Sab%09:00%14:00",Aprobado,BOLIVIANOS,+211 4 010,"Retiros, consultas, informaciones, donaciones, cambio de pin, pago de préstamos, pago de tarjetas de crédito, transferencia a cuentas propias, trasferencia a terceros, depósito de efectivo y transferencias a otros bancos.",Cajero Automático Especial Externo - Con Recinto
2912,VILLA BOLIVAR,"AVENIDA 6 MARZO S/N, URBANIZACIÓN VILLA BOLIVAR A  CASI ESQUINA CALLE N°2  ","AVENIDA 6 MARZO S/N, URBANIZACIÓN VILLA BOLIVAR A  CASI ESQUINA CALLE N°2  (LADO B)",MLP135,BME178,-16.5065833333333,-68.1637527777778,El Alto,False,False,False,Lun-Dom%00:00%23:59,Aprobado,BOLIVIANOS,2114010,"Retiros, consultas, informaciones, donaciones, cambio de pin, pago de préstamos, pago de tarjetas de crédito, transferencia a cuentas propias, trasferencia a terceros y transferencias a otros bancos.",Cajero Automático Externo - Sin Recinto
2913,HIPODROMO 1,AV. D´ORGINIS ESQ. MELCHOR PEREZ - SUPERMERCADO IC NORTE,AV. D´ORGINIS ESQ. MELCHOR PEREZ - SUPERMERCADO IC NORTE,MCB078,BME181,-17.3884333333333,-66.17975,Cochabamba,False,False,False,Lun-Dom%09:00%23:30,Aprobado,BOLIVIANOS,4114010,"Retiros, consultas, informaciones, donaciones, cambio de pin, pago de préstamos, pago de tarjetas de crédito, transferencia a cuentas propias, trasferencia a terceros y transferencias a otros bancos.",Cajero Automático Interno
